Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,2,1,Shandian,6.37,331,19.0,35.4,2,6.37,35.4,331,0,35.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,2,3,Hostile Witness,6.69,331,25.8,33.8,0.25,6.69,33.8,331,0,33.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,2,6,Little Mazzy,6.69,332,38.3,33.8,0.25,6.69,33.8,332,1,33.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,2,8,Uncle Ned,6.72,332,36.6,33.6,0.25,6.72,33.6,332,1,33.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,2,2,Bobbyfromthepalm,6.73,332,21.3,33.6,0.25,6.73,33.6,332,1,33.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,2,4,Textpectation,6.79,333,29.5,33.5,1.5,6.79,33.5,333,2,33.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,2,5,King of American,7.01,331,32.3,32.2,0.25,7.01,32.2,331,0,32.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,2,7,Icy Dude,7.05,332,30.4,32.1,0,7.05,32.1,332,1,32.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,3,1,Shandian,5.56,332,17.3,40.6,2.25,11.94,40.6,663,0,37.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,3,3,Hostile Witness,5.59,332,24.7,40.4,0.25,12.29,40.4,663,0,36.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,3,8,Uncle Ned,5.59,331,33.5,40.3,0.25,12.32,40.3,663,0,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,3,2,Bobbyfromthepalm,5.62,333,13.5,40.4,0.5,12.36,40.4,665,2,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,3,6,Little Mazzy,5.74,333,30.2,39.5,1.25,12.44,39.5,665,2,36.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,3,4,Textpectation,5.82,332,22.8,38.8,1.5,12.62,38.8,665,2,35.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,3,7,Icy Dude,5.82,333,30.7,39.0,0.75,12.88,39.0,666,3,35.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,3,5,King of American,5.97,332,28.3,37.9,0,12.99,37.9,663,0,34.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,4,1,Shandian,5.71,332,12.1,39.6,2,17.66,40.6,995,0,38.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,4,3,Hostile Witness,5.68,332,21.8,39.8,0.25,17.97,40.4,995,0,37.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,4,2,Bobbyfromthepalm,5.65,331,13.0,39.9,0.25,18.01,40.4,996,1,37.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,4,8,Uncle Ned,5.71,332,25.0,39.6,1.25,18.04,40.3,995,0,37.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,4,6,Little Mazzy,5.82,332,18.2,38.8,1.75,18.27,39.5,996,1,37.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,4,4,Textpectation,5.91,332,17.8,38.2,1.25,18.53,38.8,997,2,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,4,7,Icy Dude,5.88,332,26.0,38.5,1.75,18.76,39.0,998,3,36.3
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,4,5,King of American,6.06,332,24.6,37.4,0,19.05,37.9,995,0,35.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,5,1,Shandian,5.74,332,6.1,39.4,2.25,23.40,40.6,1327,0,38.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,5,3,Hostile Witness,5.77,331,15.6,39.2,0.5,23.74,40.4,1327,0,38.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,5,8,Uncle Ned,5.80,332,17.7,39.0,0.1,23.84,40.3,1327,0,38.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,5,2,Bobbyfromthepalm,5.82,333,8.9,38.9,2,23.84,40.4,1329,2,38.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,5,6,Little Mazzy,5.88,333,9.5,38.5,3.25,24.15,39.5,1329,2,37.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,5,4,Textpectation,6.11,333,13.5,37.1,0.25,24.65,38.8,1330,3,36.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,5,7,Icy Dude,5.94,332,21.5,38.0,3,24.71,39.0,1329,2,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,5,5,King of American,6.14,332,20.2,36.8,0,25.19,37.9,1327,0,35.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,6,1,Shandian,5.91,333,4.6,38.3,2.25,29.32,40.6,1660,0,38.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,6,3,Hostile Witness,5.91,332,13.7,38.3,0.25,29.66,40.4,1659,-1,38.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,6,8,Uncle Ned,5.88,333,15.3,38.6,0.25,29.72,40.3,1660,0,38.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,6,2,Bobbyfromthepalm,5.91,332,5.4,38.3,3.25,29.76,40.4,1661,1,38.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,6,6,Little Mazzy,6.11,333,10.4,37.1,2.25,30.27,39.5,1662,2,37.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,6,7,Icy Dude,5.88,332,20.0,38.5,0.75,30.59,39.0,1662,2,37.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,6,4,Textpectation,6.06,332,12.2,37.3,3,30.71,38.8,1661,1,36.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,6,5,King of American,6.00,334,15.8,37.9,0,31.20,37.9,1661,1,36.3
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,7,1,Shandian,5.97,333,7.1,38.0,2.5,35.29,40.6,1992,0,38.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,7,3,Hostile Witness,6.03,332,12.7,37.6,0.25,35.69,40.4,1991,-1,38.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,7,8,Uncle Ned,6.00,332,14.3,37.7,0.25,35.73,40.3,1992,0,38.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,7,2,Bobbyfromthepalm,5.97,332,7.5,37.8,3.75,35.73,40.4,1992,0,38.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,7,6,Little Mazzy,6.08,331,13.3,37.1,1.25,36.36,39.5,1992,0,37.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,7,7,Icy Dude,5.97,332,18.5,37.9,2.25,36.57,39.0,1993,1,37.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,7,4,Textpectation,6.20,331,12.7,36.4,1.25,36.92,38.8,1993,1,36.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,7,5,King of American,5.91,331,17.1,38.1,0,37.11,38.1,1992,0,36.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,8,1,Shandian,6.14,332,2.2,36.9,2,41.44,40.6,2325,0,38.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,8,3,Hostile Witness,6.08,333,10.6,37.2,0.1,41.78,40.4,2324,-1,37.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,8,8,Uncle Ned,6.06,332,11.9,37.4,0.25,41.79,40.3,2325,0,37.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,8,2,Bobbyfromthepalm,6.08,332,1.6,37.2,4.75,41.82,40.4,2324,-1,37.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,8,6,Little Mazzy,6.23,332,6.5,36.4,0.75,42.59,39.5,2325,0,37.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,8,7,Icy Dude,6.14,332,13.2,36.8,2.25,42.72,39.0,2325,0,37.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,8,5,King of American,5.97,332,12.0,37.9,0.75,43.09,38.1,2324,-1,36.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,8,4,Textpectation,6.29,333,5.3,36.1,0,43.21,38.8,2325,0,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,9,1,Shandian,6.26,332,1.6,36.1,1.25,47.70,40.6,2656,0,38.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,9,3,Hostile Witness,6.14,332,6.5,36.8,0.25,47.93,40.4,2656,0,37.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,9,8,Uncle Ned,6.17,331,8.7,36.6,0.5,47.96,40.3,2656,0,37.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,9,2,Bobbyfromthepalm,6.23,333,1.6,36.4,4.5,48.05,40.4,2657,1,37.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,9,6,Little Mazzy,6.20,332,5.0,36.5,0.5,48.80,39.5,2657,1,37.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,9,7,Icy Dude,6.17,332,11.6,36.7,1.5,48.89,39.0,2658,2,37.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,9,5,King of American,6.03,332,6.0,37.5,2.5,49.12,38.1,2656,0,36.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,9,4,Textpectation,6.31,333,3.1,35.9,0,49.53,38.8,2658,2,36.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,10,1,Shandian,6.40,332,3.6,35.3,1,54.10,40.6,2988,0,37.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,10,3,Hostile Witness,6.37,336,6.2,36.0,0.5,54.31,40.4,2992,4,37.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,10,8,Uncle Ned,6.43,339,9.5,35.9,0.5,54.40,40.3,2995,7,37.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,10,2,Bobbyfromthepalm,6.43,333,4.0,35.3,3.5,54.49,40.4,2990,2,37.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,10,6,Little Mazzy,6.29,337,8.4,36.5,1,55.09,39.5,2994,6,37.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,10,7,Icy Dude,6.34,340,11.5,36.5,0.5,55.24,39.0,2998,10,37.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,10,5,King of American,6.23,338,5.8,37.0,4.75,55.35,38.1,2994,6,36.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,10,4,Textpectation,6.63,336,8.2,34.5,0,56.17,38.8,2994,6,36.3
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,11,1,Shandian,6.60,336,6.9,34.6,1.25,1:00.71,40.6,3324,0,37.3
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,11,3,Hostile Witness,6.60,337,10.8,34.8,0.25,1:00.91,40.4,3330,6,37.3
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,11,8,Uncle Ned,6.55,340,13.2,35.4,0.5,1:00.95,40.3,3334,10,37.3
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,11,2,Bobbyfromthepalm,6.55,335,6.4,34.9,3.75,1:01.04,40.4,3326,2,37.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,11,6,Little Mazzy,6.60,339,17.2,35.0,0.25,1:01.70,39.5,3333,9,36.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,11,5,King of American,6.34,335,10.1,36.0,0.75,1:01.70,38.1,3329,5,36.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,11,7,Icy Dude,6.57,341,20.1,35.3,6.5,1:01.82,39.0,3339,15,36.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,11,4,Textpectation,6.81,339,12.5,34.0,0,1:02.98,38.8,3333,9,36.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,12,1,Shandian,6.55,336,7.3,35.0,1.75,1:07.26,40.6,3660,0,37.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,12,8,Uncle Ned,6.63,342,13.6,35.2,0.25,1:07.59,40.3,3677,17,37.1
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,12,2,Bobbyfromthepalm,6.55,336,7.0,35.0,0.1,1:07.59,40.4,3662,2,36.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,12,3,Hostile Witness,6.69,341,12.2,34.7,3.25,1:07.61,40.4,3670,10,37.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,12,5,King of American,6.46,340,13.1,35.9,0.75,1:08.16,38.1,3670,10,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,12,6,Little Mazzy,6.60,342,16.5,35.3,0.5,1:08.31,39.5,3676,16,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,12,7,Icy Dude,6.60,347,19.7,35.8,8.5,1:08.43,39.0,3685,25,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,12,4,Textpectation,6.98,342,14.3,33.4,0,1:09.96,38.8,3675,15,35.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,13,1,Shandian,6.63,338,1.6,34.7,1.5,1:13.90,40.6,3998,0,36.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,13,8,Uncle Ned,6.57,341,9.1,35.3,0.25,1:14.17,40.3,4017,19,36.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,13,2,Bobbyfromthepalm,6.57,336,1.6,34.8,0.25,1:14.17,40.4,3998,0,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,13,3,Hostile Witness,6.63,340,5.0,34.9,2.75,1:14.25,40.4,4010,12,36.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,13,5,King of American,6.55,340,8.0,35.4,1.75,1:14.71,38.1,4010,12,36.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,13,6,Little Mazzy,6.78,344,9.5,34.6,1,1:15.09,39.5,4020,22,36.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,13,7,Icy Dude,6.83,344,10.6,34.3,10.75,1:15.27,39.0,4030,32,36.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,13,4,Textpectation,7.38,341,5.1,31.5,0,1:17.35,38.8,4016,18,35.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,14,1,Shandian,6.83,333,7.2,33.2,0.75,1:20.74,40.6,4331,0,36.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,14,2,Bobbyfromthepalm,6.72,333,4.2,33.7,0.25,1:20.89,40.4,4331,0,36.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,14,8,Uncle Ned,6.78,335,17.8,33.7,0.5,1:20.95,40.3,4353,22,36.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,14,3,Hostile Witness,6.81,335,11.6,33.5,1,1:21.06,40.4,4345,14,36.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,14,5,King of American,6.52,336,22.1,35.2,4,1:21.24,38.1,4347,16,36.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,14,6,Little Mazzy,6.83,335,18.5,33.4,1.75,1:21.93,39.5,4355,24,36.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,14,7,Icy Dude,6.98,337,24.3,32.9,13.5,1:22.25,39.0,4366,35,36.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,14,4,Textpectation,7.50,335,13.1,30.4,0,1:24.85,38.8,4351,20,35.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,15,5,King of American,6.46,333,22.2,35.1,0.25,1:27.70,38.1,4679,0,36.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,15,1,Shandian,6.98,333,10.3,32.5,0.25,1:27.72,40.6,4664,-15,36.3
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,15,2,Bobbyfromthepalm,6.83,333,5.4,33.2,0.1,1:27.73,40.4,4663,-16,36.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,15,8,Uncle Ned,6.81,333,12.8,33.4,1.75,1:27.76,40.3,4686,7,36.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,15,3,Hostile Witness,7.04,333,13.9,32.3,3.75,1:28.10,40.4,4678,-1,36.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,15,6,Little Mazzy,6.83,334,17.7,33.3,3.5,1:28.77,39.5,4688,9,36.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,15,7,Icy Dude,7.15,332,23.4,31.6,15.75,1:29.41,39.0,4698,19,35.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,15,4,Textpectation,7.76,333,17.8,29.3,0,1:32.61,38.8,4684,5,34.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,16,5,King of American,6.72,332,15.1,33.7,1,1:34.42,38.1,5011,0,36.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,16,8,Uncle Ned,6.81,332,10.7,33.2,1,1:34.57,40.3,5018,7,36.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,16,2,Bobbyfromthepalm,6.98,332,6.4,32.4,0.75,1:34.72,40.4,4995,-16,36.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,16,1,Shandian,7.18,332,7.8,31.5,1.75,1:34.91,40.6,4997,-14,35.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,16,3,Hostile Witness,7.18,332,15.7,31.5,2.75,1:35.28,40.4,5010,-1,35.8
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,16,6,Little Mazzy,6.98,332,18.5,32.4,4.25,1:35.75,39.5,5020,9,35.7
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,16,7,Icy Dude,7.15,334,23.2,31.8,19.75,1:36.57,39.0,5032,21,35.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,16,4,Textpectation,7.99,333,15.4,28.4,0,1:40.61,38.8,5017,6,34.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,1,17,5,King of American,6.86,332,6.9,32.9,2.25,1:41.29,38.1,5343,0,36.0
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,2,17,8,Uncle Ned,7.18,333,6.2,31.6,1,1:41.75,40.3,5351,8,35.9
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,3,17,2,Bobbyfromthepalm,7.24,333,3.3,31.4,3.25,1:41.96,40.4,5329,-14,35.6
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,4,17,1,Shandian,7.73,332,5.2,29.3,0.1,1:42.64,40.6,5329,-14,35.4
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,5,17,3,Hostile Witness,7.38,333,17.1,30.7,1,1:42.67,40.4,5343,0,35.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,6,17,6,Little Mazzy,7.12,332,21.7,31.8,4.75,1:42.88,39.5,5352,9,35.5
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,7,17,7,Icy Dude,7.24,331,24.5,31.2,23.25,1:43.81,39.0,5364,21,35.2
Aqueduct,Race 1,41000,2019-11-27,8 Furlongs,Dirt,8,17,4,Textpectation,8.22,333,15.5,27.6,0,1:48.83,38.8,5350,7,33.5
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,1,2,4,Princess Victoria,6.59,332,21.9,34.3,0.1,6.59,34.3,332,0,34.3
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,2,2,7,Stay Fond,6.60,332,32.2,34.3,0.25,6.60,34.3,332,0,34.3
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,3,2,5,Zecha,6.63,332,28.7,34.1,0.5,6.63,34.1,332,0,34.1
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,4,2,1,Theodosia,6.74,332,13.5,33.6,0.75,6.74,33.6,332,0,33.6
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,5,2,6,Princess Mikayah,6.84,331,30.4,33.0,0.25,6.84,33.0,331,-1,33.0
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,6,2,3,Little Nanny,6.88,333,18.5,32.9,0,6.88,32.9,333,1,32.9
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,1,3,4,Princess Victoria,5.77,332,22.5,39.2,0.25,12.36,39.2,663,0,36.6
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,2,3,7,Stay Fond,5.80,331,31.0,38.9,0.75,12.40,38.9,663,0,36.4
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,3,3,5,Zecha,5.88,332,25.3,38.5,0.25,12.52,38.5,665,2,36.2
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,4,3,1,Theodosia,5.82,332,13.0,38.9,1.25,12.57,38.9,664,1,36.0
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,5,3,6,Princess Mikayah,5.91,333,28.5,38.3,0.1,12.75,38.3,664,1,35.5
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,6,3,3,Little Nanny,5.88,332,17.7,38.5,0,12.77,38.5,665,2,35.5
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,1,4,7,Stay Fond,5.82,332,28.8,38.9,0.25,18.23,38.9,995,0,37.2
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,2,4,4,Princess Victoria,5.88,332,20.7,38.4,1.25,18.25,39.2,995,0,37.2
Aqueduct,Race 2,28000,2019-11-27,8 Furlongs,Dirt,3,4,1,Theodosia,5.88,332,13.9,38.4,0.25,18.45,38.9,996,1,36.8
